Unnamed: 0,question_text,question_tokens,answer
17,where does most star formation take place in the milky way,"['where', 'does', 'most', 'star', 'formation', 'take', 'place', 'in', 'the', 'milky', 'way']", the spiral arms
20,who sings say something i give up on you,"['who', 'sings', 'say', 'something', 'i', 'give', 'up', 'on', 'you']", A Great Big World
28,socially defined expectations of a person in a given social position are referred to as,"['socially', 'defined', 'expectations', 'of', 'a', 'person', 'in', 'a', 'given', 'social', 'position', 'are', 'referred', 'to', 'as']", Social influence
30,when was the first children's hospital built,"['when', 'was', 'the', 'first', 'children', ""'s"", 'hospital', 'built']", 1741
33,when was the last time the angels were no hit,"['when', 'was', 'the', 'last', 'time', 'the', 'angels', 'were', 'no', 'hit']"," May 2 , 2012"
42,who has been elected as the new president of finland,"['who', 'has', 'been', 'elected', 'as', 'the', 'new', 'president', 'of', 'finland']", Kaarlo Juho Ståhlberg
46,where did the boxing day tsunami take place,"['where', 'did', 'the', 'boxing', 'day', 'tsunami', 'take', 'place']", epicentre off the west coast of Sumatra
47,when did indiana jones and the last crusade take place,"['when', 'did', 'indiana', 'jones', 'and', 'the', 'last', 'crusade', 'take', 'place']", largely in 1938
49,what is the size of the us armed forces,"['what', 'is', 'the', 'size', 'of', 'the', 'us', 'armed', 'forces']"," 1,281,900"
55,where is the enterprise in star trek discovery,"['where', 'is', 'the', 'enterprise', 'in', 'star', 'trek', 'discovery']", Discovery was inspired by that of the Enterprise from the original series .
57,what does aron hakodesh refer to in english,"['what', 'does', 'aron', 'hakodesh', 'refer', 'to', 'in', 'english']", Holy Ark
62,how many states in america use the death penalty,"['how', 'many', 'states', 'in', 'america', 'use', 'the', 'death', 'penalty']", 31
65,where does the prime rib cut come from on a cow,"['where', 'does', 'the', 'prime', 'rib', 'cut', 'come', 'from', 'on', 'a', 'cow']", the primal rib
66,where is the pac 12 football championship played,"['where', 'is', 'the', 'pac', '12', 'football', 'championship', 'played']", Levi 's Stadium
71,when does the gurren lagann movie take place,"['when', 'does', 'the', 'gurren', 'lagann', 'movie', 'take', 'place']"," a future where Earth is ruled by the Spiral King , Lordgenome , who forces mankind to live in isolated subterranean villages"
76,who played taylor on bold and the beautiful,"['who', 'played', 'taylor', 'on', 'bold', 'and', 'the', 'beautiful']", Hunter Tylo ( 1990 -- )
78,where does the last name corbett come from,"['where', 'does', 'the', 'last', 'name', 'corbett', 'come', 'from']"," Anglo - Norman French , Middle English , and Old French corbet"
81,who is the narrator on thomas and friends,"['who', 'is', 'the', 'narrator', 'on', 'thomas', 'and', 'friends']", Joseph May
85,where do they shoot the price is right,"['where', 'do', 'they', 'shoot', 'the', 'price', 'is', 'right']"," Studio 33 in CBS Television City in Hollywood , California"
87,where does a tropical cyclone or hurricane get its energy,"['where', 'does', 'a', 'tropical', 'cyclone', 'or', 'hurricane', 'get', 'its', 'energy']"," through the evaporation of water from the ocean surface , which ultimately recondenses into clouds and rain when moist air rises and cools to saturation"
88,1 week is equal to how many days,"['1', 'week', 'is', 'equal', 'to', 'how', 'many', 'days']", seven
90,who appoints the chief justice of supreme court of india,"['who', 'appoints', 'the', 'chief', 'justice', 'of', 'supreme', 'court', 'of', 'india']", the outgoing CJI
91,who won best director at the academy awards,"['who', 'won', 'best', 'director', 'at', 'the', 'academy', 'awards']", Guillermo del Toro
92,how many seasons are there of ray donovan,"['how', 'many', 'seasons', 'are', 'there', 'of', 'ray', 'donovan']", sixth
94,who played peter pan in the original movie,"['who', 'played', 'peter', 'pan', 'in', 'the', 'original', 'movie']", Mary Martin
96,how far is kuils river from cape town,"['how', 'far', 'is', 'kuils', 'river', 'from', 'cape', 'town']", 25 km
99,when did call of duty mw2 come out,"['when', 'did', 'call', 'of', 'duty', 'mw2', 'come', 'out']"," November 10 , 2009"
101,who made will you still love me tomorrow,"['who', 'made', 'will', 'you', 'still', 'love', 'me', 'tomorrow']", Gerry Goffin
103,who wrote the words to my country tis of thee,"['who', 'wrote', 'the', 'words', 'to', 'my', 'country', 'tis', 'of', 'thee']", Samuel Francis Smith
109,elton john's first number one hit song,"['elton', 'john', ""'s"", 'first', 'number', 'one', 'hit', 'song']", `` Crocodile Rock ''
113,what language do they speak in game of thrones,"['what', 'language', 'do', 'they', 'speak', 'in', 'game', 'of', 'thrones']", Dothraki
120,who won the hockey game between united states and russia,"['who', 'won', 'the', 'hockey', 'game', 'between', 'united', 'states', 'and', 'russia']", the United States
121,how many episodes of handmaids tale season two will there be,"['how', 'many', 'episodes', 'of', 'handmaids', 'tale', 'season', 'two', 'will', 'there', 'be']", 13
125,who is the oldest living person in the united states,"['who', 'is', 'the', 'oldest', 'living', 'person', 'in', 'the', 'united', 'states']", Lessie Brown
126,who has the most passing touchdowns in the nfl,"['who', 'has', 'the', 'most', 'passing', 'touchdowns', 'in', 'the', 'nfl']", Peyton Manning
130,where are the 2024 olympics going to be,"['where', 'are', 'the', '2024', 'olympics', 'going', 'to', 'be']"," Paris , France"
135,what caused the collapse of the roman republic,"['what', 'caused', 'the', 'collapse', 'of', 'the', 'roman', 'republic']", the forms of slavery
136,who won the most grand slams in mens tennis,"['who', 'won', 'the', 'most', 'grand', 'slams', 'in', 'mens', 'tennis']", Roger Federer
137,where does the last name castellanos originate from,"['where', 'does', 'the', 'last', 'name', 'castellanos', 'originate', 'from']", Spanish
139,what is the temperature of food danger zone,"['what', 'is', 'the', 'temperature', 'of', 'food', 'danger', 'zone']", roughly 4 to 60 ° C ( 39 to 140 ° F )
140,who plays mr darcy in pride and prejudice,"['who', 'plays', 'mr', 'darcy', 'in', 'pride', 'and', 'prejudice']", David Matthew Macfadyen
142,what are the names of the thor movies,"['what', 'are', 'the', 'names', 'of', 'the', 'thor', 'movies']", Thor
153,how many members of punjab in lok sabha,"['how', 'many', 'members', 'of', 'punjab', 'in', 'lok', 'sabha']", 13
154,where are the largest trees in sequoia national park,"['where', 'are', 'the', 'largest', 'trees', 'in', 'sequoia', 'national', 'park']", Giant Forest
158,who are the democrats running for governor of texas,"['who', 'are', 'the', 'democrats', 'running', 'for', 'governor', 'of', 'texas']", Lupe Valdez
159,when did tom brady become a starter for the patriots,"['when', 'did', 'tom', 'brady', 'become', 'a', 'starter', 'for', 'the', 'patriots']", 2001
160,how much horsepower does a honda vtx 1800 have,"['how', 'much', 'horsepower', 'does', 'a', 'honda', 'vtx', '1800', 'have']", 101
161,who did the original version of hey joe,"['who', 'did', 'the', 'original', 'version', 'of', 'hey', 'joe']", the Los Angeles garage band the Leaves
162,when will the emoji movie be released on dvd,"['when', 'will', 'the', 'emoji', 'movie', 'be', 'released', 'on', 'dvd']"," October 24 , 2017"
163,who plays wes in how to get away,"['who', 'plays', 'wes', 'in', 'how', 'to', 'get', 'away']", Alfred Lewis Enoch
164,when does the atlanta falcons new stadium open,"['when', 'does', 'the', 'atlanta', 'falcons', 'new', 'stadium', 'open']"," August 26 , 2017"
169,how old are you when you finish sixth form,"['how', 'old', 'are', 'you', 'when', 'you', 'finish', 'sixth', 'form']", ( typically between 16 and 18 years of age )
170,who had spearheaded the movement against the tradition of sati,"['who', 'had', 'spearheaded', 'the', 'movement', 'against', 'the', 'tradition', 'of', 'sati']", Christian missionaries such as William Carey
171,when was the last time tom brady lost a super bowl,"['when', 'was', 'the', 'last', 'time', 'tom', 'brady', 'lost', 'a', 'super', 'bowl']", 2017
177,when does april 1 fall on easter again,"['when', 'does', 'april', '1', 'fall', 'on', 'easter', 'again']", 2029
182,when did the word nerd come into use,"['when', 'did', 'the', 'word', 'nerd', 'come', 'into', 'use']", 1951
192,the eightfold path which is the middle path in buddhism is between the extremes of,"['the', 'eightfold', 'path', 'which', 'is', 'the', 'middle', 'path', 'in', 'buddhism', 'is', 'between', 'the', 'extremes', 'of']", the extremes of sensual indulgence and self - mortification
193,who plays bobby joe hill in glory road,"['who', 'plays', 'bobby', 'joe', 'hill', 'in', 'glory', 'road']", Derek Luke
200,where is the story of boaz and ruth in the bible,"['where', 'is', 'the', 'story', 'of', 'boaz', 'and', 'ruth', 'in', 'the', 'bible']", Book of Ruth
202,which is the most common word in english,"['which', 'is', 'the', 'most', 'common', 'word', 'in', 'english']", the
209,what is the oldest city in new england,"['what', 'is', 'the', 'oldest', 'city', 'in', 'new', 'england']", Plymouth
210,what is the systematic name for aqueous h3po3,"['what', 'is', 'the', 'systematic', 'name', 'for', 'aqueous', 'h3po3']", Phosphorous acid
212,identify a french critical theorist who was concerned with power of institutions,"['identify', 'a', 'french', 'critical', 'theorist', 'who', 'was', 'concerned', 'with', 'power', 'of', 'institutions']", Foucault
213,where is the preakness horse race held at,"['where', 'is', 'the', 'preakness', 'horse', 'race', 'held', 'at']"," at Pimlico Race Course in Baltimore , Maryland"
224,who plays the little girl in i tonya,"['who', 'plays', 'the', 'little', 'girl', 'in', 'i', 'tonya']", Mckenna Grace as young Tonya Harding
227,how many miles away was the titanic from new york when it sank,"['how', 'many', 'miles', 'away', 'was', 'the', 'titanic', 'from', 'new', 'york', 'when', 'it', 'sank']"," 1,250"
228,when did the canon 5d mark iii come out,"['when', 'did', 'the', 'canon', '5d', 'mark', 'iii', 'come', 'out']", 2 March 2012
230,what is altos de chavon in dominican republic,"['what', 'is', 'altos', 'de', 'chavon', 'in', 'dominican', 'republic']"," a re-creation of a Mediterranean style European village located atop the Chavón River in La Romana , Dominican Republic"
232,how many episodes in the handsmaids tale season 2,"['how', 'many', 'episodes', 'in', 'the', 'handsmaids', 'tale', 'season', '2']", 13
234,who plays the mask in son of the mask,"['who', 'plays', 'the', 'mask', 'in', 'son', 'of', 'the', 'mask']", Jamie Kennedy
240,where do most tornadoes occur in the us,"['where', 'do', 'most', 'tornadoes', 'occur', 'in', 'the', 'us']", east of the Rocky Mountains
243,when did the yankees move to new york,"['when', 'did', 'the', 'yankees', 'move', 'to', 'new', 'york']", 1903
244,when is the last resident evil movie coming out,"['when', 'is', 'the', 'last', 'resident', 'evil', 'movie', 'coming', 'out']"," January 27 , 2017"
246,who was responsible for discovering the rabies vaccine,"['who', 'was', 'responsible', 'for', 'discovering', 'the', 'rabies', 'vaccine']", Louis Pasteur
248,who wrote sare jahan se achha hindustan hamara,"['who', 'wrote', 'sare', 'jahan', 'se', 'achha', 'hindustan', 'hamara']", Muhammad Iqbal
252,what is the seagull's name in the little mermaid,"['what', 'is', 'the', 'seagull', ""'s"", 'name', 'in', 'the', 'little', 'mermaid']", Scuttle
253,present minister of science and tecnology in india,"['present', 'minister', 'of', 'science', 'and', 'tecnology', 'in', 'india']", Dr. Harsh Vardhan
254,what does a aa aaa mean in hockey,"['what', 'does', 'a', 'aa', 'aaa', 'mean', 'in', 'hockey']"," competitive levels of organized hockey , with AAA being elite competition"
257,what's the most points scored by lebron james,"['what', ""'s"", 'the', 'most', 'points', 'scored', 'by', 'lebron', 'james']", 61
263,what is the purpose of the privileges and immunities clause that is located in the constitution,"['what', 'is', 'the', 'purpose', 'of', 'the', 'privileges', 'and', 'immunities', 'clause', 'that', 'is', 'located', 'in', 'the', 'constitution']", prevents a state from treating citizens of other states in a discriminatory manner
266,how many episodes in the tv show the sinner,"['how', 'many', 'episodes', 'in', 'the', 'tv', 'show', 'the', 'sinner']", eight
267,who is the voice behind come dine with me,"['who', 'is', 'the', 'voice', 'behind', 'come', 'dine', 'with', 'me']"," David Imelda `` Dave '' Lamb ( born 17 January 1969 ) is an English actor , presenter , comedian , and voice actor . He is best known for his work on Come Dine with Me as well as appearances in British television and radio programmes , especially comedy programmes like Goodness Gracious Me"
268,who is the chief justice of the united states supreme court,"['who', 'is', 'the', 'chief', 'justice', 'of', 'the', 'united', 'states', 'supreme', 'court']", John Roberts
275,where did the tradition of the christmas tree originate,"['where', 'did', 'the', 'tradition', 'of', 'the', 'christmas', 'tree', 'originate']", Livonia
277,what was the last horse to win the triple crown,"['what', 'was', 'the', 'last', 'horse', 'to', 'win', 'the', 'triple', 'crown']", Justify
278,what is the percentage of caucasian in the united states,"['what', 'is', 'the', 'percentage', 'of', 'caucasian', 'in', 'the', 'united', 'states']", 61.3 %
283,what season does izzie die on grey's anatomy,"['what', 'season', 'does', 'izzie', 'die', 'on', 'grey', ""'s"", 'anatomy']", The fifth season
284,who plays spartacus in spartacus blood and sand,"['who', 'plays', 'spartacus', 'in', 'spartacus', 'blood', 'and', 'sand']", Andy Whitfield
286,when did the romans start building the via apia,"['when', 'did', 'the', 'romans', 'start', 'building', 'the', 'via', 'apia']", 312 BC
291,who sings take it all back just to have you,"['who', 'sings', 'take', 'it', 'all', 'back', 'just', 'to', 'have', 'you']", Judah & the Lion
295,orange is the new black who plays piper,"['orange', 'is', 'the', 'new', 'black', 'who', 'plays', 'piper']", Taylor Schilling
